match_id,u_i,v_i,u_j,v_j
292,11.721290588378906,22.000200271606445,172.66143798828125,64.30638122558594
293,152.84478759765625,68.21123504638672,190.6806640625,68.18992614746094
294,680.8700561523438,88.8414306640625,857.234130859375,64.11808776855469
295,189.59576416015625,45.060054779052734,751.8378295898438,75.1034164428711
296,751.552001953125,77.47327423095703,664.0249633789062,103.98299407958984
297,491.07550048828125,220.40475463867188,512.9815063476562,218.98800659179688
298,118.09766387939453,63.399932861328125,826.5657958984375,81.09845733642578
299,810.2036743164062,19.517526626586914,844.0031127929688,13.910313606262207
300,152.84478759765625,68.21123504638672,146.44239807128906,99.45220947265625
301,751.552001953125,77.47327423095703,29.68572235107422,41.713687896728516
302,184.95492553710938,53.63465118408203,222.50286865234375,54.02621078491211
303,710.4368896484375,159.47752380371094,207.68670654296875,52.489837646484375
304,1075.7745361328125,163.67921447753906,217.32611083984375,70.85717010498047
305,198.6479949951172,61.30338668823242,234.0419158935547,52.77881622314453
306,1078.009521484375,288.03265380859375,448.5218505859375,197.24349975585938
307,460.6649475097656,237.80531311035156,658.6014404296875,250.6241455078125
