match_id,u_i,v_i,u_j,v_j
0,399.22784423828125,113.14226531982422,431.7464904785156,112.55152130126953
1,543.6644897460938,147.36203002929688,575.0902709960938,145.92385864257812
2,587.1025390625,163.80322265625,619.1251220703125,162.3411102294922
3,247.03700256347656,97.68536376953125,283.0794372558594,97.5548095703125
4,488.6834716796875,214.0382843017578,519.5884399414062,213.5995330810547
5,422.18731689453125,213.71533203125,453.375732421875,212.75460815429688
6,505.958984375,248.93118286132812,537.7423095703125,249.22544860839844
7,364.9164123535156,155.9634246826172,399.0460205078125,154.62197875976562
8,688.0226440429688,175.67575073242188,725.840087890625,174.0663604736328
9,417.70672607421875,207.5135498046875,448.66790771484375,206.73989868164062
10,188.65139770507812,30.252103805541992,225.32737731933594,30.384845733642578
11,442.91815185546875,224.21224975585938,473.59124755859375,223.79299926757812
12,467.3875732421875,224.0686798095703,498.3697509765625,223.4730987548828
13,699.0635375976562,164.01217651367188,737.7520751953125,161.9297332763672
14,174.85610961914062,27.24677085876465,212.06088256835938,27.9634952545166
15,415.3256530761719,202.25791931152344,446.3979187011719,201.39212036132812
16,665.1416015625,84.0151596069336,697.6051635742188,81.49266815185547
17,733.4994506835938,77.12979888916016,768.0249633789062,73.30924987792969
18,174.85610961914062,27.24677085876465,212.06088256835938,27.9634952545166
19,465.04644775390625,229.76614379882812,495.9258728027344,229.25709533691406
20,702.6065673828125,79.62279510498047,736.139892578125,76.04067993164062
21,716.1423950195312,215.69903564453125,755.8812866210938,215.9410400390625
22,692.59814453125,318.02618408203125,733.0728149414062,324.45086669921875
23,507.7344055175781,219.5392303466797,539.1093139648438,219.0548553466797
24,533.1011962890625,183.9568328857422,564.7425537109375,182.93641662597656
25,467.5480651855469,175.8236541748047,499.2048645019531,174.60733032226562
26,661.5175170898438,167.04745483398438,698.4312744140625,165.15789794921875
27,742.0521850585938,260.88568115234375,782.3280029296875,263.3625793457031
28,605.65576171875,97.62117767333984,638.406494140625,95.99738311767578
29,665.1416015625,84.0151596069336,697.6051635742188,81.49266815185547
30,533.2649536132812,184.40830993652344,564.7425537109375,182.93641662597656
31,459.1504821777344,205.83160400390625,490.2926940917969,205.13873291015625
32,242.25479125976562,83.71508026123047,279.67694091796875,84.08151245117188
33,283.5718994140625,87.91712951660156,318.7452392578125,87.8951187133789
34,436.2683410644531,187.11888122558594,468.0096435546875,186.0637969970703
35,624.262451171875,249.3717498779297,658.6014404296875,250.6241455078125
36,455.3455810546875,165.04586791992188,486.6281433105469,163.72845458984375
37,699.0635375976562,164.01217651367188,737.7520751953125,161.9297332763672
38,475.9526672363281,212.315673828125,507.14361572265625,211.56222534179688
39,459.7361755371094,226.0126495361328,490.66864013671875,225.4459686279297
40,471.123779296875,227.3870086669922,502.04547119140625,226.98312377929688
41,637.71826171875,99.3290023803711,670.08154296875,97.05500793457031
42,326.0062561035156,190.56036376953125,358.7276306152344,189.4174041748047
43,689.3565673828125,264.9297180175781,726.9873657226562,266.88739013671875
44,709.144287109375,163.08309936523438,748.2325439453125,161.0297088623047
45,718.9172973632812,325.09228515625,761.4742431640625,332.5484619140625
46,351.6863098144531,189.36038208007812,383.9331359863281,188.1805419921875
47,422.6282043457031,110.09198760986328,455.17437744140625,109.20758819580078
48,747.2213745117188,157.61483764648438,788.0213012695312,155.1531982421875
49,547.1240844726562,268.46575927734375,579.4761352539062,269.7471923828125
50,412.00115966796875,233.56292724609375,443.2179870605469,233.28643798828125
51,356.9062194824219,94.03363800048828,390.657470703125,93.3486557006836
52,553.0264892578125,269.43865966796875,585.4695434570312,270.7837219238281
53,719.3953857421875,322.01898193359375,762.083251953125,329.2320556640625
54,500.96759033203125,224.98471069335938,532.4551391601562,224.69168090820312
55,886.0321655273438,348.0783996582031,946.5421752929688,360.8565673828125
56,475.9526672363281,212.315673828125,507.14361572265625,211.56222534179688
57,668.6748657226562,200.77406311035156,705.7978515625,200.12582397460938
58,721.7675170898438,163.77655029296875,761.599609375,161.65560913085938
59,694.0355834960938,91.72171020507812,727.5220336914062,88.72894287109375
60,720.302734375,86.63961791992188,754.2102661132812,82.51683807373047
61,233.39488220214844,78.08513641357422,271.16766357421875,78.76081085205078
62,607.844970703125,222.8458709716797,641.5579223632812,222.8872528076172
63,251.89393615722656,79.88137817382812,289.3601989746094,80.00221252441406
64,725.2261352539062,158.42784118652344,765.0936889648438,156.10975646972656
65,390.4598083496094,100.06060791015625,423.6139831542969,98.90768432617188
66,771.3331909179688,188.18043518066406,813.8228759765625,187.1875
67,255.1971435546875,86.11917877197266,291.8834228515625,86.1865005493164
68,643.9885864257812,200.93751525878906,680.0279541015625,200.55963134765625
69,232.33984375,83.49310302734375,269.8415222167969,83.97525787353516
70,344.24249267578125,185.9074249267578,376.372314453125,184.75909423828125
71,481.3008117675781,219.401123046875,512.9815063476562,218.98800659179688
72,690.3394165039062,284.362548828125,729.152099609375,287.7362365722656
73,493.97149658203125,232.8452606201172,525.357421875,232.77879333496094
74,504.5547180175781,187.5067138671875,536.8102416992188,186.337158203125
75,652.4608764648438,82.06696319580078,684.8704223632812,79.43233489990234
76,819.989990234375,216.8113555908203,867.8662719726562,217.8189239501953
77,641.1145629882812,89.95601654052734,673.4140625,87.59170532226562
78,653.1483154296875,314.03076171875,691.0174560546875,319.7439270019531
79,417.8827209472656,101.98592376708984,450.7080078125,100.75131225585938
80,412.9034729003906,194.10226440429688,444.49969482421875,192.40023803710938
81,843.4490966796875,341.4283752441406,898.3663940429688,352.4944763183594
82,160.2498016357422,72.63618469238281,198.2278289794922,72.64441680908203
83,652.0228271484375,221.8160400390625,688.1703491210938,222.26304626464844
84,493.01409912109375,248.13938903808594,524.614013671875,248.1896514892578
85,520.89599609375,190.46571350097656,553.0126953125,189.1619415283203
86,635.6636352539062,92.17415618896484,667.9242553710938,89.89016723632812
87,166.9537811279297,59.50521469116211,204.38145446777344,59.90882110595703
88,226.16453552246094,83.79307556152344,263.62249755859375,83.99285125732422
89,426.5412292480469,122.19425964355469,459.082275390625,121.26412200927734
90,669.9180297851562,314.6341857910156,708.60107421875,320.47564697265625
91,245.42079162597656,80.1270523071289,282.6438293457031,80.53951263427734
92,752.9725341796875,157.6063995361328,794.1005859375,155.2055206298828
93,168.06051635742188,68.61897277832031,205.84779357910156,68.75413513183594
94,721.7675170898438,163.77655029296875,761.599609375,161.65560913085938
95,752.9075927734375,307.80902099609375,797.0181274414062,314.0213623046875
96,180.34225463867188,32.38786697387695,217.2616729736328,32.982383728027344
97,1061.6292724609375,243.1247100830078,1127.2596435546875,245.66497802734375
98,649.4644775390625,84.40084838867188,682.0775756835938,82.0357666015625
99,303.54449462890625,89.98968505859375,338.07977294921875,90.03666687011719
100,643.5701904296875,224.99478149414062,679.6033935546875,225.63157653808594
101,601.9920043945312,222.70614624023438,635.4356079101562,222.6873321533203
102,664.771484375,91.20465087890625,697.5040893554688,88.6671371459961
103,730.0307006835938,83.44987487792969,764.5484619140625,80.11027526855469
104,520.9617309570312,116.43177795410156,552.6315307617188,115.12679290771484
105,518.4641723632812,123.57696533203125,550.2222290039062,121.32682037353516
106,636.0040893554688,308.95904541015625,672.682861328125,314.05303955078125
107,722.5703735351562,80.79148864746094,756.676513671875,77.55215454101562
108,423.1719970703125,236.20701599121094,454.335205078125,235.54283142089844
109,636.5282592773438,107.67218780517578,668.9616088867188,105.53307342529297
110,1121.462646484375,259.162353515625,1195.4705810546875,263.466796875
111,819.989990234375,216.8113555908203,867.8662719726562,217.8189239501953
112,677.60791015625,262.9085693359375,714.47021484375,264.9427795410156
113,197.27232360839844,52.359352111816406,234.0419158935547,52.77881622314453
114,687.0280151367188,175.14730834960938,725.840087890625,174.0663604736328
115,899.4921875,354.4613342285156,962.3478393554688,368.2782897949219
116,500.91156005859375,115.86503601074219,532.4928588867188,114.56781005859375
117,499.01605224609375,206.97897338867188,530.418212890625,206.33258056640625
118,164.6884307861328,64.25871276855469,202.4307861328125,64.9582748413086
119,536.6550903320312,229.4072723388672,568.5038452148438,229.4407958984375
120,789.7274169921875,65.0535888671875,824.5230102539062,61.66335678100586
121,795.02685546875,333.63995361328125,844.4019165039062,343.279052734375
122,491.43023681640625,203.01101684570312,522.75927734375,202.15338134765625
123,510.883056640625,115.62915802001953,542.3729858398438,114.28147888183594
124,1151.12841796875,93.60026550292969,1224.043212890625,85.94290161132812
125,192.93637084960938,239.0779266357422,227.7836151123047,237.76731872558594
126,509.0484313964844,215.1389617919922,540.3816528320312,214.46914672851562
127,137.61767578125,223.0527801513672,175.3537139892578,223.10707092285156
128,422.98193359375,187.85501098632812,454.9541931152344,186.5769500732422
129,194.69454956054688,77.43631744384766,231.62586975097656,78.04066467285156
130,750.0913696289062,162.3587188720703,791.1572875976562,160.19386291503906
131,631.6022338867188,95.68949127197266,663.8045043945312,93.34147644042969
132,547.1240844726562,268.46575927734375,579.4761352539062,269.7471923828125
133,429.8689880371094,236.2057647705078,460.8960266113281,235.59933471679688
134,1067.6298828125,253.7318572998047,1134.445556640625,257.130859375
135,740.2931518554688,305.7933044433594,783.3834228515625,311.5702209472656
136,233.5373992919922,78.61983489990234,271.16766357421875,78.76081085205078
137,704.477294921875,86.53942108154297,738.1709594726562,83.39705657958984
138,52.09994888305664,164.4947052001953,99.28357696533203,163.87750244140625
139,635.6636352539062,92.17415618896484,667.9242553710938,89.89016723632812
140,185.04339599609375,43.38090133666992,222.08181762695312,43.831626892089844
141,192.8385467529297,62.79558181762695,229.88426208496094,63.22254943847656
142,401.05950927734375,219.41876220703125,432.2061767578125,218.58070373535156
143,559.6030883789062,183.34805297851562,590.8153686523438,181.65869140625
144,1038.175048828125,242.8670196533203,1102.0638427734375,245.20989990234375
145,539.4539794921875,117.06131744384766,404.0997619628906,95.64591217041016
146,210.1347198486328,226.4048614501953,246.3767547607422,224.90585327148438
147,202.45436096191406,78.95508575439453,238.96592712402344,78.8340072631836
148,1071.7857666015625,260.9801330566406,1139.677001953125,265.0511474609375
149,416.0182189941406,195.38209533691406,447.3103332519531,194.2130126953125
150,717.9447021484375,78.71896362304688,751.8378295898438,75.1034164428711
151,795.815673828125,58.82891845703125,830.5630493164062,55.38550567626953
152,942.1527099609375,358.0162048339844,672.682861328125,314.05303955078125
153,282.1531982421875,224.20416259765625,316.2009582519531,222.88870239257812
154,858.2548828125,347.86724853515625,915.5592651367188,360.0062255859375
155,661.72021484375,224.97483825683594,698.2610473632812,225.40553283691406
156,210.1347198486328,226.4048614501953,246.3767547607422,224.90585327148438
157,197.7978057861328,56.0242805480957,234.92286682128906,56.65317153930664
158,646.3716430664062,238.2156982421875,682.2869873046875,239.0597686767578
159,655.5297241210938,312.052001953125,693.32373046875,317.6287841796875
160,204.89627075195312,226.3984832763672,239.524169921875,224.83006286621094
161,498.4812927246094,196.9635772705078,529.8754272460938,195.95521545410156
162,818.0405883789062,320.276123046875,868.4530639648438,328.3077087402344
163,328.7508239746094,187.14437866210938,361.1455078125,185.93190002441406
164,646.3716430664062,238.2156982421875,682.2869873046875,239.0597686767578
165,759.6715698242188,82.36965942382812,794.76318359375,78.84114074707031
166,645.4193725585938,85.82150268554688,677.7581787109375,83.16681671142578
167,328.6741943359375,225.5021514892578,361.1558532714844,224.28030395507812
168,886.0453491210938,348.2272644042969,946.5421752929688,360.8565673828125
169,774.1304321289062,67.68553161621094,808.5279541015625,64.24433135986328
170,1083.556884765625,170.37937927246094,1149.135498046875,168.05303955078125
171,179.9571533203125,70.31029510498047,217.32611083984375,70.85717010498047
172,1125.0711669921875,238.5511474609375,1195.51025390625,241.05877685546875
173,802.0155029296875,68.92169189453125,837.3136596679688,65.31022644042969
174,115.78665161132812,43.89368438720703,154.99183654785156,45.10276412963867
175,573.90869140625,298.9581298828125,672.682861328125,314.05303955078125
176,197.27232360839844,52.359352111816406,234.0419158935547,52.77881622314453
177,200.9861297607422,91.18301391601562,237.69564819335938,91.19719696044922
178,169.8250274658203,51.7958984375,207.68670654296875,52.489837646484375
179,201.95164489746094,60.35454177856445,238.59385681152344,60.3526611328125
180,579.52001953125,172.67308044433594,611.216796875,171.34841918945312
181,540.4423828125,192.84666442871094,572.140380859375,191.9261474609375
182,799.3485717773438,60.89579772949219,834.52880859375,57.147926330566406
183,800.6266479492188,64.49024200439453,835.8021850585938,60.98140335083008
184,802.0155029296875,68.92169189453125,837.3136596679688,65.31022644042969
185,430.5328674316406,117.41149139404297,464.053955078125,115.43889617919922
186,201.54376220703125,87.18891906738281,238.7947235107422,87.22431945800781
187,876.9549560546875,346.7983703613281,672.682861328125,314.05303955078125
188,155.88462829589844,65.29557037353516,194.25588989257812,66.0042724609375
189,169.47068786621094,54.795841217041016,207.35475158691406,55.53510665893555
190,1055.6732177734375,172.13046264648438,1117.8258056640625,170.15809631347656
191,192.66671752929688,52.1545295715332,229.47010803222656,52.47245407104492
192,76.91394805908203,250.41773986816406,116.04480743408203,249.08047485351562
193,753.0823974609375,330.6746520996094,765.7987060546875,333.24530029296875
194,148.86363220214844,64.58072662353516,186.7887725830078,64.9048080444336
195,610.9415283203125,119.08477783203125,642.4161376953125,117.552734375
196,184.97950744628906,38.27376174926758,221.9364776611328,38.62087631225586
197,215.90557861328125,86.99776458740234,254.25808715820312,87.06104278564453
198,175.91722106933594,53.36738967895508,213.47181701660156,53.85551071166992
199,747.2213745117188,157.61483764648438,758.1777954101562,156.4067840576172
200,819.181640625,33.024497985839844,858.7589111328125,27.339365005493164
201,188.01809692382812,51.331321716308594,224.84559631347656,51.581886291503906
202,485.897216796875,232.9010772705078,516.9793090820312,232.6131591796875
203,686.9225463867188,198.96755981445312,725.5682373046875,198.3792266845703
204,703.0452270507812,149.91053771972656,739.0606689453125,147.50929260253906
205,104.0688705444336,58.43351364135742,143.4556884765625,59.02452087402344
206,849.4652709960938,249.67098999023438,901.0867919921875,252.8089141845703
207,519.9525146484375,190.96969604492188,553.0126953125,189.1619415283203
208,163.68186950683594,8.206788063049316,201.6175994873047,9.617084503173828
209,183.53915405273438,80.00148010253906,220.2821044921875,79.92575073242188
210,455.2562255859375,234.59719848632812,486.1773376464844,234.00294494628906
211,188.01809692382812,51.331321716308594,224.84559631347656,51.581886291503906
212,693.2127685546875,83.51095581054688,727.1109619140625,80.12547302246094
213,473.1437683105469,201.3286590576172,503.947265625,200.3408660888672
214,204.89627075195312,226.3984832763672,239.524169921875,224.83006286621094
215,471.59466552734375,222.69911193847656,502.5743103027344,222.28550720214844
216,790.712646484375,61.1068229675293,825.5498657226562,57.90426254272461
217,494.2357177734375,226.2889404296875,525.3773803710938,226.36181640625
218,91.54925537109375,61.33335494995117,132.2179412841797,62.29277420043945
219,145.07012939453125,8.683416366577148,183.4276123046875,9.918770790100098
220,149.15040588378906,56.357444763183594,187.07052612304688,56.62672805786133
221,655.4561767578125,80.42359161376953,688.0947265625,77.89089965820312
222,802.5487670898438,13.011165618896484,841.685791015625,6.088883399963379
223,152.3271026611328,71.95921325683594,190.96104431152344,72.38231658935547
224,676.4578857421875,88.31718444824219,709.3878784179688,85.84223175048828
225,168.14105224609375,6.435661315917969,205.49404907226562,7.477469444274902
226,649.4644775390625,84.40084838867188,682.0775756835938,82.0357666015625
227,105.391357421875,102.15477752685547,145.7032470703125,102.25354766845703
228,792.83544921875,306.7308044433594,839.9109497070312,313.0446472167969
229,631.0061645507812,102.71043395996094,662.95654296875,100.56803894042969
230,99.1310043334961,23.459318161010742,139.3707733154297,24.42900276184082
231,676.4578857421875,88.31718444824219,709.3878784179688,85.84223175048828
232,492.4386291503906,113.75545501708984,515.5848999023438,113.87168884277344
233,777.9402465820312,79.93790435791016,815.0111083984375,75.37004852294922
234,191.33238220214844,58.86438751220703,228.19216918945312,59.128562927246094
235,258.1096496582031,73.92401123046875,297.4764709472656,72.49049377441406
236,105.391357421875,102.15477752685547,145.7032470703125,102.25354766845703
237,529.82861328125,236.3737030029297,561.727294921875,236.6903839111328
238,816.8735961914062,220.46719360351562,864.0587158203125,222.61654663085938
239,644.9505004882812,231.4956512451172,680.5489501953125,231.81260681152344
240,758.0966796875,328.40167236328125,672.682861328125,314.05303955078125
241,110.66939544677734,64.87968444824219,150.5395050048828,64.90177154541016
242,671.588623046875,174.19146728515625,708.1799926757812,173.0774383544922
243,645.5442504882812,227.87875366210938,681.42333984375,228.80496215820312
244,802.0155029296875,68.92169189453125,837.3136596679688,65.31022644042969
245,790.1336059570312,86.47962951660156,826.5657958984375,81.09845733642578
246,718.4774169921875,158.72964477539062,758.1777954101562,156.4067840576172
247,139.96084594726562,65.83756256103516,178.8302001953125,66.31568145751953
248,448.83612060546875,220.01251220703125,479.5152893066406,219.8174285888672
249,181.7310333251953,39.55075454711914,219.2135772705078,40.55617904663086
250,111.32563781738281,56.18345642089844,150.13519287109375,57.43914031982422
251,425.86865234375,115.9924545288086,458.10467529296875,114.79196166992188
252,808.4967041015625,13.760995864868164,848.0689697265625,6.739006996154785
253,515.5299072265625,188.3296661376953,542.8682861328125,189.47412109375
254,837.464599609375,42.428951263427734,879.0263671875,36.5120849609375
255,664.66796875,157.8963623046875,699.408935546875,156.90016174316406
256,810.4971923828125,47.70844268798828,847.5707397460938,43.087745666503906
257,601.769287109375,305.3429260253906,636.3880615234375,309.5431823730469
258,199.930419921875,82.93199157714844,237.00010681152344,83.1285629272461
259,718.4774169921875,158.72964477539062,758.1777954101562,156.4067840576172
260,798.7072143554688,69.65071868896484,833.7964477539062,66.29890441894531
261,460.8021240234375,193.90792846679688,468.0096435546875,186.0637969970703
262,85.033203125,152.47653198242188,635.4356079101562,222.6873321533203
263,159.35325622558594,96.51383209228516,196.6623992919922,96.27427673339844
264,769.1499633789062,74.53422546386719,289.3601989746094,80.00221252441406
265,139.96084594726562,65.83756256103516,178.8302001953125,66.31568145751953
266,682.3931274414062,84.07907104492188,715.3026733398438,81.12935638427734
267,828.1541137695312,67.56768798828125,869.0547485351562,62.599853515625
268,190.35733032226562,55.59455490112305,227.4493408203125,55.947086334228516
269,472.9241638183594,216.0846710205078,503.85308837890625,215.43284606933594
270,132.0165252685547,55.52888870239258,169.94622802734375,55.96577835083008
271,812.6218872070312,62.838409423828125,848.5487670898438,58.77574157714844
272,682.3931274414062,84.07907104492188,715.3026733398438,81.12935638427734
273,184.05601501464844,46.161712646484375,221.31385803222656,46.546241760253906
274,99.1562728881836,13.900289535522461,138.7866973876953,15.375765800476074
275,417.8827209472656,101.98592376708984,447.3302917480469,103.43017578125
276,612.0451049804688,119.96546173095703,642.4161376953125,117.552734375
277,159.35325622558594,96.51383209228516,172.66143798828125,64.30638122558594
278,602.3401489257812,217.40158081054688,150.5395050048828,64.90177154541016
279,1103.0643310546875,244.0111541748047,640.246826171875,256.7090148925781
280,84.0013656616211,161.64315795898438,634.3212280273438,163.9093017578125
281,804.781005859375,61.187278747558594,840.0694580078125,57.21952819824219
282,105.31747436523438,98.90907287597656,146.44239807128906,99.45220947265625
283,164.56463623046875,5.688968658447266,212.06088256835938,27.9634952545166
284,74.17412567138672,41.34698486328125,115.15251159667969,42.573551177978516
285,338.6588439941406,190.18165588378906,383.9331359863281,188.1805419921875
286,472.9241638183594,216.0846710205078,503.85308837890625,215.43284606933594
287,1082.9893798828125,140.534912109375,97.27217864990234,37.15558624267578
288,689.2420654296875,84.2783203125,722.6080932617188,80.64446258544922
289,818.8012084960938,58.89845657348633,855.6892700195312,54.43132400512695
290,1082.9893798828125,140.534912109375,97.27217864990234,37.15558624267578
291,423.3909912109375,97.71942138671875,450.7080078125,100.75131225585938
